"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2015-126708","特願2013-272998","2013/12/27","2015/07/09","二酸化炭素施用装置","フタバ産業株式会社","A01G7/02,A01G9/18,B01D53/34,135@Z,B01D53/62,B01D53/81,B01D53/82,B01D53/96","(57)【要約】
【課題】貯留しておいた二酸化炭素を長時間かけて排出<BR>し、農業用ハウス内に無駄なく施用することのできる二<BR>酸化炭素施用装置を提供すること。
【解決手段】この二酸化炭素施用装置１は、供給流路５<BR>１から貯留タンク７１を通って排出流路８１に到達する<BR>外気の流量を第一流量とし、供給流路５１からバイパス<BR>配管９１を通って排出流路８１に到達する外気の流量を<BR>第二流量としたときにおいて、第一流量に対する第二流<BR>量の比率を変化させるように構成されている。
【選択図】図１
","特開2015-126708","","特許6290622","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-126708/4372425E9EF44392B0693869B843DA7C77A8109B9640EF8BB209B0268C249854/11/ja"
"特開2015-123380","特願2013-267493","2013/12/25","2015/07/06","酸性ガス除去装置及び酸性ガス除去方法","株式会社東芝","B01D53/14,102,B01D53/14,103,B01D53/34,127@B,B01D53/34,135@Z,B01D53/34,C07C215/08,C07C215/20,B01D53/14,210,B01D53/14,220,B01D53/52,220,B01D53/62,B01D53/78,B01D53/79,B01D53/96","(57)【要約】
【課題】酸性ガスを吸収した吸収液から酸性ガスを分離<BR>回収するのに必要な熱エネルギを低減し得る酸性ガス除<BR>去装置及び酸性ガス除去方法を提供する。
【解決手段】実施形態の酸性ガスの除去装置は、酸性ガ<BR>スを含有する排気ガスと感温性含窒素化合物を含む酸性<BR>ガス吸収剤を内部で接触させ、前記排気ガスから前記酸<BR>性ガスを除去する吸収塔と、酸性ガス吸収液を、前記感<BR>温性含窒素化合物の下限臨界共溶温度以上に加熱して、<BR>リッチ吸収液とリーン吸収液に相分離させる相分離槽と<BR>、前記リッチ吸収液を加熱して、前記リッチ吸収液中の<BR>前記酸性ガスを放出させる再生塔とを備える。
【選択図】図１
","特開2015-123380","","特許6121894","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-123380/DF6640925121DBE7E192A200E81B06EB4EE916F22D69C853E4DC8DD765926ACA/11/ja"
"特開2015-123379","特願2013-267379","2013/12/25","2015/07/06","被処理ガス中の二酸化炭素回収装置","三菱日立パワーシステムズ株式会社","B01D53/14,103,B01D53/14@C,B01D53/34,135@Z,C01B31/20@B,B01D53/14,200,B01D53/14,220,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】      （修正有）
【課題】蒸気加圧手段で発生する廃熱を有効利用して、<BR>二酸化炭素を高効率で回収する装置の提供。
【解決手段】二酸化炭素を含む被処理ガスとCO2リーン<BR>吸収液とを向流接触させ、二酸化炭素をCO2リーン吸収<BR>液に吸収させてCO2リッチ吸収液を得るための吸収部、<BR>上方からのCO2リッチ吸収液と下方からのCO2リーン吸収<BR>液の蒸気とを向流接触させ、CO2リッチ吸収液から二酸<BR>化炭素を脱離させてCO2リーン吸収液に再生するための<BR>再生部、再生部で再生されたCO2リーン吸収液の一部を<BR>加熱して蒸気を生成させるためのリボイラ、リボイラで<BR>生成させた蒸気を再生部の下部より下方に供給するため<BR>の管(a)、再生部で再生されたCO2リーン吸収液の一部を<BR>蒸発させて蒸気を得るためのフラッシュ蒸発器、および<BR>フラッシュ蒸発器で得られた蒸気を加圧して該蒸気を再<BR>生部に供給するための管(b)を有する被処理ガス中の二<BR>酸化炭素を回収するための装置。
【選択図】図１
","特開2015-123379","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-123379/376A283B941D09993564C5239D503E3AAAF01ACF6EFAEC6F839674F78574CEE9/11/ja"
"特開2015-120154","特願2014-254855","2014/12/17","2015/07/02","空気から二酸化炭素を抽出するための方法および装置","キリマンジャロ　エナジー，　インコーポレイテッド,カーボン　シンク　インコーポレイテッド","B01D53/14@A,A01G7/02,A01G9/18,B01D61/00,B01J20/04@A,B01J41/12,C01B31/20,B01D53/14@C,B01J49/00,112,B01D53/14,102,B01D53/14,103,B01D53/14,100,B01D53/14,200,B01D53/14,210,B01D53/14,220,C01B32/50,C01B32/20,B01J49/07","(57)【要約】      （修正有）
【課題】環境空気から二酸化炭素（ＣＯ２）を抽出し、<BR>その抽出したＣＯ２を調節された環境の中へと送達する<BR>ための系、即ち方法及び装置の提供。
【解決手段】ＣＯ２を用いて植物を栽培する温室におい<BR>て、環境空気の流れは、湿度感受性イオン交換樹脂のよ<BR>うなＣＯ２吸収性フィルター媒体４６の中を通過し、そ<BR>のフィルター媒体４６は、たとえば回転屋根パネル４８<BR>のような、なんらかのメカニズムによって、第二の同様<BR>なフィルター媒体５０と置き換わり、温室内側の上部の<BR>空気がファン５２によって駆動され、フィルター媒体４<BR>６の中を通過して、フィルター媒体４６が温室の外側で<BR>環境空気に暴露されていたときに捕捉されたＣＯ２を放<BR>出する。温室の内部の空気は湿っているので、フィルタ<BR>ー媒体４６，５０からＣＯ２が容易に放出され、温室の<BR>中で利用されるＣＯ２が増加する。
【選択図】図６
","特開2015-120154","","特許6204333","拒絶2017-001126","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-120154/09594036BD5791E8B9427F9F3ABA87B834F8825E5714893F1D246A346CFAD413/11/ja"
"特表2017-503922","特願2016-541342","2014/11/27","2015/06/25","炉頂ガス循環高炉設備を操業する方法","レール・リキード－ソシエテ・アノニム・プール・レテュード・エ・レクスプロワタシオン・デ・プロセデ・ジョルジュ・クロード","C21B5/06,B01D53/62,C10K1/32,F27D17/00,104@G,B01D53/81,C10K1/14,C21B5/00,321,B01D53/78,B01D53/73,B01D53/82,B01D53/96,B01D53/62,100","(57)【要約】
  炉頂ガス循環高炉（１）と、熱風炉（２０）とを含む<BR>高炉設備を操業する方法であって、炭化水素含有燃料（<BR>１０）が、主としてＣＯとＨ２とからなり、かつ実質的<BR>に炭化水素を含まない変換ガスの流れ（１５）に変換さ<BR>れ、前記変換ガス（１５）と、高炉ガス（３）の脱炭酸<BR>により得られるＣＯ２リッチテールガス（８）の一部と<BR>の混合物を含む低発熱量ガス状燃料（２７）が生成され<BR>、前記低発熱量燃料（２７）は、高温炉ガス（９、１９<BR>）を加熱するために使用され、高炉（１）へと注入され<BR>る前に加熱される。
【選択図】図１
","特表2017-503922","","特許6513680","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-503922/A8E02C242C66D2CBD901C404BA0FA887FB5E9DF18B729B1DCCE9259E2D4C7F4A/11/ja"
"特表2017-507771","特願2016-539164","2014/12/19","2015/06/25","酸性ガス回収および放出システム","シー－キャプチャー　リミテッド","B01D53/14,210,B01D53/62,B01D53/52,200,B01D53/50,260,B01D53/78,B01D53/14,220,C01B17/16@P,C01B17/60@P,C01B31/20@B,C01B32/50,B01D53/76,B01D53/52,220","(57)【要約】
ある態様において、本発明は、組成物における少なくと<BR>も１つの酸性ガスの捕捉、組成物からの前記ガスの放出<BR>およびその後の再利用のための前記組成物の再生のため<BR>の方法であって、以下のステップ：（ａ）前記少なくと<BR>も１つの酸性ガスを少なくとも１つのカルボン酸の塩と<BR>少なくとも１つの水混和性非水溶媒とを含む捕捉組成物<BR>に接触させることによって少なくとも１つのガスを捕捉<BR>すること；（ｂ）前記組成物に少なくとも１つのプロト<BR>ン性溶媒または剤を添加することによって前記少なくと<BR>も１つの酸性ガスを放出すること；（ｃ）前記組成物か<BR>ら前記添加されたプロトン性溶媒または剤を部分的また<BR>は完全に除去することによって捕捉組成物を再生するこ<BR>とを順に含む方法を提供する。任意に少なくとも１つの<BR>カルボン酸の塩と少なくとも１つの水混和性非水溶媒と<BR>を含む前記捕捉組成物は、付加的に水または他のプロト<BR>ン性溶媒を含む。他の態様において本発明は少なくとも<BR>１つのプロトン性溶媒または剤を付加的に含む組成物を<BR>想定し、単に組成物を加熱または気流ストリッピングに<BR>供することによって少なくとも１つの酸性ガスを放出す
","特表2017-507771","","特許6491667","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-507771/2F0B9127FEB688D999E98AD8926D77B33AFDC7D895B8862103119D53A7471D1C/11/ja"
"特表2017-501029","特願2016-539320","2014/12/16","2015/06/25","ガス混合物からの二酸化炭素の除去方法","ソルベイ　スペシャルティ　ポリマーズ　イタリー　エス．ピー．エー．","B01D53/14,210,B01D53/62,B01D53/78","(57)【要約】
  発電所で放出されるガス流からの二酸化炭素（ＣＯ２）の除去方法が本明細書で開示さ<BR>れる。本方法は、特定の線状パーフルオロポリエーテルの使用を含み、化学試剤の使用を<BR>含む他の方法の有益な代替手段を表す。
【選択図】なし
","特表2017-501029","","特許6444413","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-501029/E81534F290334CFCA12A21BEFF34E368FEB9718FF36AC4F50FA73EBEF879583E/11/ja"
"特開2015-112584","特願2013-258721","2013/12/13","2015/06/22","排ガス中の二酸化炭素除去装置","三菱日立パワーシステムズ株式会社","B01D53/14,103,B01D53/14@C,B01D53/34,135@Z,C01B31/20@B,B01D53/14,200,B01D53/14,220,B01D53/62,B01D53/73,B01D53/75,B01D53/78,B01D53/79,B01D53/96,C01B32/50","(57)【要約】      （修正有）
【課題】二酸化炭素の吸収液であるアミン類の大気放出<BR>を低減する。
【解決手段】二酸化炭素を含有する排ガスとアミン類を<BR>含有する吸収液とを接触させて排ガス中の二酸化炭素を<BR>吸収液に吸収させて除去するための吸収部２と、吸収部<BR>から流出する二酸化炭素が除去された排ガスに同伴する<BR>吸収液ミストを分離除去するためのデミスタ３５と、デ<BR>ミスタを通過した二酸化炭素が除去された排ガスを洗浄<BR>するための水洗部２４ａ、２４ｂと、吸収部で二酸化炭<BR>素を吸収した吸収液を加熱して二酸化炭素を脱離させる<BR>ための脱離部１５と、脱離部で脱離された二酸化炭素を<BR>冷却して凝縮水を得るための還流部と、還流部で得られ<BR>た凝縮水をデミスタに供給し散布するための配管と、脱<BR>離部で二酸化炭素が脱離された吸収液を吸収部に戻すた<BR>めの配管とを有する。
【選択図】図１
","特開2015-112584","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-112584/DA4AD611E1BB929E4CB1E779E9EC003B00E368E7B523109F1101FE8A06823F9B/11/ja"
"特開2015-112574","特願2013-258042","2013/12/13","2015/06/22","酸性ガス吸収剤、酸性ガス除去方法及び酸性ガス除去装置","株式会社東芝","B01D53/14,102,B01D53/14,103,B01D53/34,127@B,B01D53/34,135@Z,B01D53/34,B01J31/02,102@A,B01D53/14,210,B01D53/14,220,B01D53/52,220,B01D53/62,B01D53/78,B01D53/96","(57)【要約】      （修正有）
【課題】二酸化炭素等の酸性ガスの吸収量や吸収速度が<BR>高く、また酸性ガス吸収時の反応熱が低く、さらに放散<BR>性が抑制され、酸性ガスの吸収能力に優れた酸性ガス吸<BR>収剤、並びにこれを用いた酸性ガス除去装置及び酸性ガ<BR>ス除去方法を提供する。
【解決手段】実施形態の酸性ガス吸収剤は、下記一般式<BR>（１）で表されるアミン化合物を少なくとも１種含有す<BR>ることを特徴とする。Ｒ１Ｒ２ＮＣＲ３１－ｎＲ４ｎＲ<BR>５Ｒ６・・・（１）（上記式（１）中、Ｒ１は炭素数３<BR>～８の環状アルキル基を表し、Ｒ２、Ｒ３は水素原子又<BR>は炭素数１～４のアルキル基を表し、Ｒ４、Ｒ５、Ｒ６<BR>は、ヒドロキシメチル基、１－ヒドロキシエチル基又は<BR>２－ヒドロキシエチル基を表す。Ｒ２、Ｒ３はそれぞれ<BR>同一であっても異なっていてもよく、Ｒ４、Ｒ５、Ｒ６<BR>は、それぞれ同一であっても異なっていてもよい。ｎは<BR>０～１の整数を表す。）
【選択図】図１
","特開2015-112574","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-112574/63599CFA4CD8998AAEEBB5A0A908FDA07ACFE0CDE914672919A2D0734F3AD72D/11/ja"
"特表2017-507011","特願2016-535689","2014/11/04","2015/06/11","ナノ構造担体上の変性アミンの再生可能な吸着剤","ユニバーシティ　オブ　サザン　カリフォルニア","B01J20/22@A,B01D53/14,100,B01J20/30,C01B33/18@E,C07C31/04,C07C29/151,B01D53/62,B01D53/02","(57)【要約】
  本発明は、ガス混合物から二酸化炭素を吸着するため<BR>の再生可能な固体吸着剤であって、変性ポリアミン及び<BR>ナノ構造固体担体を含む固体吸着剤に関する。前記変性<BR>ポリアミンは、アミンとアルデヒドの反応生成物である<BR>。当該吸着剤は、構造保全性と、空気などのガス混合物<BR>から二酸化炭素を効率的に捕捉するための高い選択性及<BR>び容量を備える。当該吸着剤は再生可能であり、吸収－<BR>脱着サイクルの多数回の実施で使用できる。
","特表2017-507011","","特許6273015","拒絶2017-010528","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-507011/7D83D6BD1522734D2C6A8F67F8FE137552FF0F9A3D9298DA231DC45748F1BAC5/11/ja"
"特開2015-107443","特願2013-250241","2013/12/03","2015/06/11","酸性ガス吸収剤、酸性ガス除去装置および酸性ガス除去方法","株式会社東芝","B01D53/14,102,B01D53/14,103,B01D53/34,127@B,B01D53/34,135@Z,C01B31/20@B,C07C215/08,B01D53/14,210,B01D53/14,220,B01D53/52,220,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】      （修正有）
【課題】二酸化炭素の回収量が高く、アミン化合物の放<BR>散が抑制された酸性ガス吸収剤、並びにこれを用いた酸<BR>性ガス除去装置および酸性ガス除去方法を提供する。
【解決手段】実施形態の酸性ガス吸収剤は、一般式（１<BR>）で表される第２級アミン化合物を少なくとも１種含有<BR>する。

・・・（１）（式（１）中、Ｒ１は、水素原子の一部が<BR>炭素数１～３の置換又は非置換のアルキル基で置換され<BR>ていてもよい、シクロペンチル基又はシクロヘキシル基<BR>を表し、Ｒ２、Ｒ３は、炭素数が２～４のアルキレン基<BR>を表す。）
【選択図】図１
","特開2015-107443","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-107443/76705F1CB6B20A994135226E2C286E531993BB80080333FDD0C484C2D0B5C337/11/ja"
"特開2015-104693","特願2013-247607","2013/11/29","2015/06/08","二酸化炭素回収システムおよびその運転方法","株式会社東芝","B01D53/14,103,B01D53/14@C,B01D53/34,135@Z,C01B31/20@B,B01D53/14,200,B01D53/14,220,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】二酸化炭素回収システムの起動や不安定状態か<BR>ら安定状態への移行を速やかに行うこと。
【解決手段】一の実施形態による二酸化炭素回収システ<BR>ムは、二酸化炭素を含む処理対象ガスと、前記二酸化炭<BR>素を吸収するための吸収液とを接触させる吸収塔と、前<BR>記吸収塔から排出された前記吸収液から前記二酸化炭素<BR>を放散させる再生塔と、前記再生塔から排出された前記<BR>吸収液を加熱し、加熱された前記吸収液を前記再生塔に<BR>戻すリボイラとを備える。さらに、前記システムは、前<BR>記処理対象ガスを前記吸収塔に導入するための処理対象<BR>ガスラインと、前記吸収液を前記吸収塔と前記再生塔と<BR>の間で循環させるための吸収液ラインとを備える。さら<BR>に、前記システムは、前記吸収液または前記吸収液から<BR>発生したガスの温度を測定する温度計と、前記温度計に<BR>より測定された前記温度に基づいて、前記リボイラへの<BR>単位時間当たりの投入熱量を制御する熱量制御部とを備<BR>える。
【選択図】図１
","特開2015-104693","","特許6158054","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-104693/7E23595CED0E58D6F21DCDABEB42F98F51D7CA4EC9451B5017D8D14D27F6D71E/11/ja"
"特表2016-539004","特願2016-554763","2014/11/21","2015/05/28","大気二酸化炭素の吸収","マフェット，ルース","B01D53/14,100,C01B31/20@B,B01D53/14,200,C01B32/50","(57)【要約】
  大気中に存在する二酸化炭素の少なくとも部分的な除<BR>去のための方法、システムおよび装置が開示される。水<BR>酸化物が大気中に撒布される。大気中に存在する二酸化<BR>炭素の少なくとも一部分と前記水酸化物とが反応して炭<BR>酸塩化合物を形成し、それによって、大気から二酸化炭<BR>素を少なくとも部分的に除去する。
","特表2016-539004","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-539004/A8EBBC11E8E51172EE6CEA380647702BE8086C748BB15773655BF66D9AEA30CE/11/ja"
"特開2015-097986","特願2013-238486","2013/11/19","2015/05/28","蒸留塔及び液体の加熱方法並びにそれを用いた二酸化炭素回収装置及び二酸化炭素回収方法","株式会社ＩＨＩ","B01D3/32@Z,B01D53/14@C,B01D53/34,135@Z,C01B31/20@B,B01D53/14,200,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】蒸留塔等において複数の加熱要素を用いて液体<BR>を加熱する際に流量バランスの調整を必要としない装置<BR>構成及び液体の加熱方法を提供する。
【解決手段】液体を収容する塔と、液体に含まれる目的<BR>成分を加熱によって液体から放出させて分離する加熱シ<BR>ステムとを有する蒸留塔において、加熱システムは、塔<BR>外に設けられる加熱用の複数の熱交換器と、塔内の液体<BR>が複数の熱交換器を順次通過して循環するように複数の<BR>熱交換器を直列に接続する循環路と、循環路において液<BR>体から発生するガスを液体から分離して塔内に還流させ<BR>るために循環路から分岐して設けられる少なくとも１つ<BR>の分別路とを有する。
【選択図】図１
","特開2015-097986","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-097986/5A525F148795C807A5CE02409EA93EB2C07DD6E52E75FC652AF6C4FEADFD8CC8/11/ja"
"特開2015-097982","特願2013-238249","2013/11/18","2015/05/28","リクレーミング方法","三菱日立パワーシステムズ株式会社","B01D53/14,103,B01D53/34,135@Z,C01B31/20@B,B01D53/14,220,B01D53/62,B01D53/73,B01D53/75,B01D53/78,B01D53/96,C01B32/50","(57)【要約】      （修正有）
【課題】湿式吸収法による二酸化炭素回収装置において<BR>、水蒸気消費量の少ないリクレーミング方法の提供。
【解決手段】アミン類を吸収液として用いる二酸化炭素<BR>回収装置において、吸収液の一部をリクレーミング装置<BR>２４に移送し、リクレーミング装置内２４で吸収液を加<BR>熱して蒸留を開始させ、リクレーミング装置２４内の液<BR>温が安定したときの値を初期温度として記録する一方、<BR>リクレーミング装置内２４に蓄積され得る高沸点化合物<BR>の上限量を設定し、リクレーミング装置２４内の液温を<BR>温度測定装置２７により逐次測定し、初期温度から上昇<BR>した値に基づいてリクレーミング装置２４内に蓄積され<BR>ている高沸点化合物の量を推定し、推定蓄積量が前記上<BR>限量を超えたときに吸収液の加熱を停止する工程を含む<BR>、リクレーミング方法。
【選択図】図１
","特開2015-097982","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-097982/2EEA699A678E46941779C6C2F809A0951E3F4402D7EEE493EAF35B9851623194/11/ja"
"特開2015-091572","特願2014-169054","2014/08/22","2015/05/14","バイオガス生成システム、ならびにそのバイオガス生成システムを用いてバイオガスおよび二酸化炭素還元生成物を生成する方法","パナソニックＩＰマネジメント株式会社","B01D53/18@Z,B09B3/00@C,B09B3/00@D,C02F1/46,101,C02F11/04@A,B01D53/18,C02F1/461,101,B09B3/60,B09B3/65,B09B101:70","(57)【要約】
【課題】不純物として液体中に溶存した二酸化炭素を有<BR>効利用するバイオガス生成システムを提供する。
【解決手段】メタン菌により有機廃棄物を分解してバイ<BR>オガスを発生させる発酵槽と、発生したバイオガス中の<BR>二酸化炭素を液体中に溶解させることによりメタンを濃<BR>縮させるバイオガス精製装置と、液体中に溶解された二<BR>酸化炭素よりメタンを生成する光電気化学装置と、を備<BR>えるバイオガス生成システムであって、光電気化学装置<BR>は、液体中に溶解された二酸化炭素を含有する第１電解<BR>液を収容するための陰極室と、第２電解液を収容するた<BR>めの陽極室と、陰極室と陽極室との間に挟まれる固体電<BR>解質膜と、第１電解液に接するように陰極室の内部に設<BR>けられるカソード電極と、第２電解液に接するように陽<BR>極室の内部に設けられるアノード電極と、カソード電極<BR>及びアノード電極に負の電圧及び正の電圧をそれぞれ印<BR>加する外部電源と、を備える。
【選択図】図１
","特開2015-091572","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-091572/FE7428D5A30688DD9B70A7F1B6784D2A3AB8097ADDC7EAE12E116BC3A00DEB18/11/ja"
"特開2015-089528","特願2013-229324","2013/11/05","2015/05/11","リクレーミング装置及び方法、ＣＯ２又はＨ２Ｓ又はその双方の回収装置","三菱重工業株式会社","B01D53/14,103,B01D53/34,127@C,B01D53/34,135@Z,C01B17/16@P,C01B31/20@B,B01D53/14,220,B01D53/52,200,B01D53/62,B01D53/73,B01D53/78,B01D53/96,B01D53/52,220,C01B32/50","(57)【要約】
【課題】リクレーミング装置及び方法、ＣＯ2又はＨ2Ｓ<BR>又はその双方の回収装置を提供する。
【解決手段】ガス中のＣＯ２又はＨ２Ｓを回収する回収<BR>装置の再生塔で再生された吸収液１７の一部１７ａを、<BR>分岐ラインＬ11により導入して貯留するリクレーマ５１<BR>と、リクレーマ５１にアルカリ剤５２を供給する第１ア<BR>ルカリ剤供給部５３Ａと、リクレーマ５１に貯留され、<BR>前記アルカリ剤５２が混合された前記吸収液１７を加熱<BR>して回収蒸気６１を得る加熱部５４と、リクレーマ５１<BR>から蒸気ラインＬ12を介して排出された回収蒸気６１を<BR>冷却する蒸気冷却器５５Ａと、冷却された前記回収蒸気<BR>６１に同伴される共存物質６２を分離させ、回収吸収剤<BR>蒸気（気体）１７ｂと液状の共存物質６２とに気液分離<BR>する第１気液分離器５６Ａと、第１気液分離器５６Ａで<BR>分離された回収吸収剤蒸気１７ｂを再生塔２０へ導入す<BR>る導入ラインＬ13と、を備える。
【選択図】図２
","特開2015-089528","","特許5931834","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-089528/7601F51E24884A6C60CBE5E3866A3CE415534982DCCDC607FB33BE491191BA73/11/ja"
"特開2015-085310","特願2013-228706","2013/11/01","2015/05/07","酸性ガス除去方法","三菱日立パワーシステムズ株式会社","B01D53/14@C,B01D53/34,125@D,B01D53/34,125@E,B01D53/34,129@Z,B01D53/34,130@C,B01D53/34,135@Z,B01D53/14,200,B01D53/50,240,B01D53/50,245,B01D53/56,B01D53/56,230,B01D53/62,B01D53/75,B01D53/78,B01D53/79,B01D53/80","(57)【要約】
【課題】燃焼排ガスなどに含まれる酸性ガス(二酸化窒<BR>素、二酸化硫黄および二酸化炭素)を除去する方法を提<BR>供する。
【解決手段】(1)二酸化窒素、二酸化硫黄および二酸化<BR>炭素を含む被処理ガスを脱硝装置に通し、(2)脱硝装置<BR>を通った被処理ガスを脱硫装置に通し、(3)脱硫装置を<BR>通った被処理ガスを亜硫酸濃度10mmol/L以上に調節され<BR>たアルカリ性水溶液に接触させ、(4)次いで、アルカリ<BR>性水溶液に接触させた被処理ガスをアミン化合物を含有<BR>するCO2吸収液に接触させることを含む方法によって被<BR>処理ガスから酸性ガスを除去する。
【選択図】図１
","特開2015-085310","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-085310/4C88097D2E1CC3A57B389BDBD4832DF9159D27A47401B5611E56C26AC3E625A1/11/ja"
"特開2015-085235","特願2013-224133","2013/10/29","2015/05/07","排ガスの処理システム及び処理方法","株式会社ＩＨＩ","B01D45/08@Z,B01D47/06@Z,B01D47/14,B01D53/26,101@D,B01D53/34,125@E,B01D53/34,130@D,B01D53/34,135@Z,B01D53/34,136@A,F25J1/00@D,F25J3/08,B01D53/26,231,B01D53/50,245,B01D53/56,200,B01D53/62,B01D53/64,100,B01D53/73,B01D53/75,B01D53/78,B01D53/79,B01D53/80,B01D53/81,B01D53/82,B01D53/96","(57)【要約】
【課題】  耐久性に優れ、処理費用の削減が可能で脱硫<BR>及び脱硝効率が良く、二酸化炭素を高純度で回収可能な<BR>排ガスの処理システム及び処理方法を提供する。
【解決手段】  排ガスの処理システムは、硫黄酸化物を<BR>除去する脱硫部と、窒素酸化物を除去する脱硝部と、二<BR>酸化炭素を回収する二酸化炭素回収部とを有し、脱硫部<BR>は、カルシウム化合物を含有する吸収液を用いて排ガス<BR>から硫黄酸化物を除去する脱硫装置と、脱硫装置から排<BR>出される排ガスを洗浄水を用いて洗浄して、排ガスに含<BR>まれるカルシウム含有粒子を除去する洗浄装置とを有す<BR>る。脱硝部において、排ガスの加圧により酸化反応を進<BR>行させ、水性吸収液を用いて排ガスから二酸化窒素を除<BR>去する。
【選択図】    図１
","特開2015-085235","","特許6244819","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-085235/D9CC2AEDA9BA5E886101986E258D0C7A0345C21C9B3175DD36F57620607F21F1/11/ja"
"特表2017-500378","特願2016-523923","2014/10/02","2015/04/23","吸着式及び／又は触媒式の精製装置用の再生装置を備える重合プラント、再生装置及び再生方法","リンデ　アクチエンゲゼルシャフト","C08F2/00@Z,B01D53/04,230,B01D53/14,100,B01D53/26,231,C08F210/16,B01D53/047,C08F2/01","(57)【要約】
  本発明は、少なくとも１つの炭化水素リッチのガス状<BR>のフィード流（１，２）から少なくとも１つの重合生成<BR>物（１）を獲得する重合プラント（１００）であって、<BR>少なくとも１つのフィード流（１，２）中の少なくとも<BR>１つの望ましくない成分を少なくとも部分的に除去する<BR>触媒式及び／又は吸着式の少なくとも１つの精製装置（<BR>２０）と、精製装置（２０）を再生する再生装置（１０<BR>）と、を備える重合プラント（１００）を提案する。再<BR>生装置（１０）は、部分的に閉鎖されているガス回路（<BR>１１）により、精製装置（２０）を通る再生ガス流（４<BR>）を少なくとも一時的にコンディショニングし、かつ案<BR>内するように構成されている。相応の再生方法も本発明<BR>の対象である。
","特表2017-500378","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-500378/58CD5E59155CC891C3FCEF447E4542F99CD9C52662A40D5A155D129D164167ED/11/ja"
"特開2015-077581","特願2013-217749","2013/10/18","2015/04/23","ＣＯ２又はＨ２Ｓ又はその双方の回収装置及び方法","三菱重工業株式会社","B01D53/14,103,B01D53/14,B01D53/34,127@B,B01D53/34,127@C,B01D53/34,135@Z,C01B17/16@M,C01B31/20@B,B01D53/14,220,B01D53/52,200,B01D53/52,220,B01D53/62,B01D53/78,B01D53/79,B01D53/96,C01B32/50","(57)【要約】
【課題】リクレーマから回収された回収蒸気に、リクレ<BR>ーマ内液が飛沫同伴し、再生塔へ吸収液共存成分が同伴<BR>することを防止することができるリクレーミング装置及<BR>び方法、ＣＯ2又はＨ2Ｓ又はその双方の回収装置を提供<BR>する。
【解決手段】導入ラインＬ11により排ガス中のＣＯ２ま<BR>たはＨ２Ｓを吸収した吸収液１７の一部を導入して貯留<BR>するリクレーマ５１と、リクレーマ５１に貯留された前<BR>記吸収液１７を加熱して回収蒸気５２を得る加熱部５３<BR>と、リクレーマ５１に吸収液１７を導入する導入ライン<BR>Ｌ11に介装され、吸収液(リーン溶液１７ａ）及びアル<BR>カリ剤５４を各々導入し、両者を混合して混合液５６と<BR>する混合タンク５５とを備える。
【選択図】図２
","特開2015-077581","","特許6071838","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-077581/FF64E688F815B4F5B4FA931DAEF149E632566C8EA7B3BD1D6585DD35418FB237/11/ja"
