"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2007-271118","特願2006-094741","2006/03/30","2007/10/18","地下空間の換気方法及びシステム","鹿島建設株式会社","B01D53/14,103,F24F7/06@B,B01D53/14,220","(57)【要約】
【課題】大深度の地下空間の換気・空調エネルギーを小<BR>さく抑えることができる換気方法及びシステムを提案す<BR>る。
【解決手段】地下空間３と地上２との間に酸素O2と可逆<BR>的に結合する化合物Ｇの高濃度溶液Ｈの循環路５を設け<BR>、地上２において溶液Ｈ中の酸素分圧を上げて化合物Ｇ<BR>を酸素O2と結合したうえで地下空間３へ流下させ、地下<BR>空間３において溶液Ｈ中の酸素分圧を下げて化合物Ｇか<BR>ら酸素O2を放出させたのち地上２へ揚水して循環させる<BR>。化合物Ｇの一例は、金属ポルフィリンが包接された酸<BR>素運搬化合物である。好ましくは、溶液Ｈ中に地下空間<BR>３の空気を吹き込んで酸素分圧を下げると共にその空気<BR>中の熱又は二酸化炭素CO2を溶液Ｈ中に回収し、溶液Ｈ<BR>中の酸素分圧を上げる際に溶液Ｈ中の熱又は二酸化炭素<BR>CO2を地上２に放出する。
【選択図】      図１
","特開2007-271118","","特許4925414","拒絶2011-027375","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2007-271118/3FDB4D579C084CA9F7ED452F2DBFEF0A1F50EEE1E7822EC766D1D14DC9061321/11/ja"
"特開2007-268475","特願2006-099680","2006/03/31","2007/10/18","有機物含有廃水の処理方法","大阪瓦斯株式会社","B01D53/14@C,B01J3/00@B,C02F1/70@Z,C02F11/00@C,B01D53/14,200","(57)【要約】      （修正有）
【課題】改質ガスを簡便な方法で高純度水素に変換し、<BR>これを有機物含有廃水処理用の水素源として用いて、効<BR>率的に廃水を処理する方法を提供する。
【解決手段】有機物を含有する廃水をガス化する廃水処<BR>理方法であって、（１）有機物を含有する廃水と水素と<BR>を、少なくとも半分以上の廃水が液相を維持することが<BR>できる条件で触媒と接触させて、メタン及び水素を中心<BR>とするガスと処理水とを得る工程、（２）メタン又はメ<BR>タノールを主成分とする原料を改質することにより得ら<BR>れる水素及び二酸化炭素を主成分とする改質ガスを、前<BR>記工程（１）で得られる処理水と接触させることにより<BR>水素を高純度に含むガスを得る工程、及び（３）前記工<BR>程（２）で得られる水素を高純度に含むガスを、前記工<BR>程（１）の水素源として使用する工程、を含むことを特<BR>徴とする廃水処理方法。
【選択図】図１
","特開2007-268475","","特許5030451","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2007-268475/6B7D4CD76DEBDD0AD594A8C62C6982BACD2DA6DE69B4B858B3991F40F0E40174/11/ja"
"再表2007/114130","特願2008-508548","2007/03/28","2007/10/11","二酸化炭素回収利用、移送用混合物","旭化成ケミカルズ株式会社","B01D53/14,102,B01D53/14,103,C01B31/20@B,C07C68/04@A,C07C69/96@Z,C07F7/22@H,B01D53/14,210,B01D53/14,220,C01B32/50","(57)【要約】
  本発明の目的は、二酸化炭素ガス回収利用、移送用混<BR>合物を提供することである。本発明は、アルキルスズア<BR>ルコキシドの二酸化炭素結合体を含むアルキルスズアル<BR>コキシド組成物と二酸化炭素からなる混合物であって、<BR>かつ特定の比率から構成される混合物を開示する。
","WO2007/114130","","特許4284381","","再表2007/114130","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2007-114130/AE6DC12093DA49C6ECE94A2B140E64D39D01E7F8F0B8F0B6B0FD2F21ECE0A883/19/ja"
"特開2007-260673","特願2007-078337","2007/03/26","2007/10/11","ガス物理洗浄における使用済洗浄剤の再生方法及び装置","リンデ　アクチエンゲゼルシャフト","B01D3/14@A,B01D19/00@F,B01D53/14,102,B01D53/14,103,C02F1/04@D,C11D7/26,C11D17/00,B01D53/14,210,B01D53/14,220","(57)【要約】
【課題】  シアン化水素含有原料ガスの精製に関する従<BR>来技術の諸問題点を解消することのできる汎用プロセス<BR>を提供する。
【解決手段】  少なくとも２段階の連続的洗浄工程のう<BR>ちの少なくとも最初の洗浄工程において精製すべきガス<BR>混合物（１）から１種以上のガス成分の大部分を選択的<BR>に除去するガス物理洗浄（Ｔ１）における使用済洗浄剤<BR>（５，７）を再生するための方法及び該方法を実施する<BR>ための装置。最初の洗浄工程から取り出した使用済洗浄<BR>剤（７）を残余の使用済洗浄剤（５）とは別に再生工程<BR>（Ｔ２ａ）へ導いて最初の洗浄工程で原料ガスから除去<BR>されたガス成分（１１）の分離処理に付す。
【選択図】  図２
","特開2007-260673","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2007-260673/59C67B4F1F903D93F1B791BCDB8C167A2EE57017DE0738156AFEB54C138F5933/11/ja"
"特開2007-253116","特願2006-083365","2006/03/24","2007/10/04","炭酸ガス吸収材、炭酸ガス分離装置および改質装置","株式会社東芝","B01D53/34,135@Z,B01J8/06,B01J20/10@C,C01B3/38,C01B3/56@Z,C01B31/20@B,B01D53/62,B01D53/73,B01D53/81,B01D53/82,B01D53/96,C01B32/50","(57)【要約】
【課題】炭酸ガス吸収性能が高く、かつ炭酸ガスの吸収・放出による繰返し使用において<BR>も十分な炭酸ガス吸収性能を維持することが可能な炭酸ガス吸収材を提供する。
【解決手段】リチウム複合酸化物と、少なくとも1種のアルカリハロゲン化物とを有する<BR>ことを特徴とする炭酸ガス吸収材。
【選択図】    なし
","特開2007-253116","","特許4746457","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2007-253116/9E9008D3A9E113CCDECCC7DF5CC21269D0D93BE18644749E1DB2F5E0C84B7DE4/11/ja"
"特開2007-253105","特願2006-083130","2006/03/24","2007/10/04","気体放散構造及び気液分離装置","石油コンビナート高度統合運営技術研究組合,新日本石油精製株式会社,三井化学株式会社","B01D19/00@H,B01D19/00,101,B01D53/14@C,B01D53/18@Z,B01D61/00,B01D63/04,B01D53/14,200,B01D53/18","(57)【要約】
【課題】液体から気体を放散させるための膜ユニットを<BR>複数設置する場合に、省スペース化が十分に可能となる<BR>気体放散構造を提供する。
【解決手段】中空糸膜の膜壁に液体を透過させて、液体<BR>中に吸収されている気体を放散するための気体放散構造<BR>であって、中空糸膜の束を備えた複数の膜ユニットが、<BR>放散後の液体及び気体を受け入れる槽に対して、膜ユニ<BR>ットから延びる直管を接続可能なように配置される、気<BR>体放散構造。
【選択図】  図１
","特開2007-253105","","特許4405474","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2007-253105/49849B0F0E20EC3E815DD29FF5163555FAD479C3017C317EE8B62E87366615A9/11/ja"
"特開2007-253104","特願2006-083112","2006/03/24","2007/10/04","二酸化炭素ガス分離装置及び二酸化炭素ガス分離方法","石油コンビナート高度統合運営技術研究組合,新日本石油精製株式会社,三井化学株式会社","B01D19/00@H,B01D19/00,101,B01D53/14@C,B01D53/14,102,B01D53/14,103,B01D61/00,B01D53/14,200,B01D53/14,210,B01D53/14,220","(57)【要約】
【課題】水素及び二酸化炭素を含むオフガスから、二酸<BR>化炭素を十分に高い純度で分離できる二酸化炭素ガス分<BR>離装置を提供する。
【解決手段】本発明の二酸化炭素ガス分離装置は、アル<BR>カノールアミンを含有する吸収液に二酸化炭素等を含有<BR>する混合ガスを接触させて、その吸収液に二酸化炭素を<BR>吸収させる手段と、二酸化炭素を吸収した吸収液を中空<BR>糸膜の膜壁に透過させて、その吸収液から二酸化炭素を<BR>放散させる手段と、二酸化炭素を放散した吸収液及び二<BR>酸化炭素の混合物から二酸化炭素を分別する手段と、第<BR>１の吸収液に吸収されなかったガスを、アルカノールア<BR>ミンを含有する第２の吸収液に接触させて、第２の吸収<BR>液に二酸化炭素を吸収させる手段と、二酸化炭素を吸収<BR>した第２の吸収液を加熱して、第２の吸収液から二酸化<BR>炭素を放散させる手段とを備え、放散させる手段におけ<BR>る中空糸膜の下流側から分別手段までの系内圧力が大気<BR>圧未満である。
【選択図】  図１
","特開2007-253104","","特許4486606","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2007-253104/62D09B907639C5657DE4E618B5F6C36F33D616907B60EB12930110B4CB80276D/11/ja"
"特表2009-531163","特願2009-501794","2007/03/23","2007/09/27","熱回収ガス吸収プロセス","ユニバーシティ　オブ　レジナ","B01D53/14@C,B01D53/34,125@N,B01D53/34,127@B,B01D53/34,130@D,B01D53/34,135@Z,B01D53/14,200,B01D53/50,260,B01D53/52,220,B01D53/56,200,B01D53/62,B01D53/76,B01D53/78,B01D53/96","(57)【要約】
  ガス流をその中に流すための複数の順次隣接する区分<BR>を設けた吸収器を備える装置。吸収器の各区分に入り、<BR>該区分と連通し、かつ該区分から出るように構成された<BR>区分と、回収および再生区分と、を備える導管設備が、<BR>複数の熱交換および冷却設備を有して構成される。選択<BR>されたガス成分と化学反応するように選択された少なく<BR>とも１つの化学物質を備える液体溶剤が、ガス流に向流<BR>されかつ該ガス流と混合される、プロセス。液体溶剤の<BR>温度は、塔の各区分の間で制御可能に操作されて、（ａ<BR>）吸収器の前端で熱力学的に駆動される物質移動と、（<BR>ｂ）吸収器の後端で動力学的に駆動される物質移動とを<BR>提供する。吸収液溶剤系からガス成分が回収される間に<BR>発生した熱は、溶剤系を再生する際に使用するために回<BR>収される。
【選択図】  図１
","特表2009-531163","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-531163/8856C72AF15FF9D0D3CFAC397A5B967495AA9F4587BEED77324E5ECDAFCD7B7D/11/ja"
"特開2007-245011","特願2006-072238","2006/03/16","2007/09/27","空気浄化装置","住化ケムテックス株式会社","A61L9/01@B,A61L9/01@L,A61L9/16@D,B01D53/14,102,B01D53/14,103,B01D53/18@A,B01D53/18@C,B01D53/14,210,B01D53/14,220,B01D53/18,110,B01D53/18,130,A61L9/014","(57)【要約】
【課題】省スペースでも多くの酸性ガスを除去すること<BR>のできる空気浄化装置及び空気浄化方法を提供する。
【解決手段】酸性ガスを含む気体とアミン溶液とが接触<BR>してアミン溶液に酸性ガスを吸収する吸収手段、前記吸<BR>収手段によって酸性ガスが吸収されたアミン溶液と強塩<BR>基性陰イオン交換樹脂とが接触して該樹脂が酸性ガスを<BR>吸着する吸着手段、前記吸収手段及び前記吸着手段にア<BR>ミン溶液を循環させる循環ライン、及び循環ラインにお<BR>いてアミン溶液を送液する送液手段を有する空気浄化装<BR>置、並びに
  酸性ガスを含む気体から酸性ガスをアミン溶液に吸収<BR>させるステップと、酸性ガスを吸収したアミン溶液に強<BR>塩基性陰イオン交換樹脂を接触させて、強塩基性陰イオ<BR>ン交換樹脂に酸性ガスを吸着させるステップとを含む酸<BR>性ガスを含む気体から酸性ガスを除去する空気浄化方法<BR>。
【選択図】図１
","特開2007-245011","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2007-245011/928FD2827DC796102EE34077E700DB116302A1C1283C429C07C6CBDBCCB33049/11/ja"
"特表2009-529412","特願2008-558599","2007/02/26","2007/09/20","酸性ガス捕捉プラントからの塩の除去に使用されるイオン交換体の再生","カンソルブ・テクノロジーズ・インコーポレーテツド","B01D19/00@F,B01D53/14,103,B01D53/34,125@N,B01D53/34,125@R,B01D53/34,127@B,B01D53/34,135@Z,B01J41/04@H,B01J49/00@G,B01D53/14,220,B01D53/50,260,B01D53/50,290,B01D53/52,220,B01D53/62,B01D53/75,B01D53/78,B01D53/79,B01D53/96,B01J41/04,110,B01J41/04,120,B01J41/12,B01J41/14,B01J47/02,B01J47/02,120,B01J49/00,162,B01J49/00,170,B01J41/05,B01J41/07,B01J47/026,B01J49/57,B01J49/60","(57)【要約】
  アミン溶媒を使用して供給ガスストリームからアミン<BR>で捕捉可能なガスを除去するための方法であって、その<BR>方法は、（ａ）供給ガスストリームを希薄アミン溶媒と<BR>接触させて濃厚アミン溶媒を形成させるステップと、（<BR>ｂ）濃厚アミン溶媒からアミンで捕捉可能なガスをスト<BR>リップして希薄アミン溶媒およびオーバーヘッドの還流<BR>ストリームを形成させるステップと、（ｃ）希薄アミン<BR>溶媒および濃厚アミン溶媒の一方または両方の少なくと<BR>も一部分を周期的にアニオン交換樹脂と接触させて第１<BR>の熱安定塩希薄アミン溶媒を形成させるステップと、（<BR>ｄ）アニオン交換樹脂を定期的に再生するステップであ<BR>って、アミン溶媒を洗い流して第２の熱安定塩希薄アミ<BR>ン溶媒を製造するステップと、（ｅ）熱安定塩希薄アミ<BR>ン溶媒の少なくとも一部分を、供給ガスからアミンで捕<BR>捉可能なガスを捕捉するのに使用するためにリサイクル<BR>するステップとを含む。
","特表2009-529412","","特許5344934","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-529412/682B461DD5CFD04F5B792B9E9CD2A2E63912BC8B09F7CE1213BE64CFBE94E71A/11/ja"
"特表2009-529420","特願2008-558846","2007/03/09","2007/09/20","加熱による分別再生を伴う、吸収溶液によりガスを脱酸する方法","イエフペ　エネルジ　ヌヴェル","B01D53/14@C,B01D53/14,102,B01D53/34,127@B,B01D53/34,135@Z,C10K1/14,B01D53/14,200,B01D53/14,210,B01D53/52,220,B01D53/62,B01D53/78,B01D53/96","(57)【要約】
本発明は、酸性化合物を含むガス状流出物を脱酸するた<BR>めの方法に関する。ガス状流出物は、酸性化合物の減っ<BR>たガス状流出物および酸性化合物を含ませた吸収溶液を<BR>得るためにＣ１で吸収溶液と接触し、吸収溶液は、ある<BR>量の酸性化合物を吸収して、加熱された場合に、２つの<BR>分離可能な相を形成するその性質に対して選択される。<BR>酸性化合物を含ませた吸収溶液は、次いで、２つの画分<BR>：酸性化合物の減った第一吸収溶液画分および酸性化合<BR>物が富化された第二吸収溶液画分を分離するためにＥ１<BR>およびＥ３で加熱される。次いで、これらの２つの画分<BR>はＢＳ１で分離される。第二画分は、酸性化合物の部分<BR>を放出するためにＣ２で再生され、第一吸収溶液画分お<BR>よび再生吸収溶液は吸収溶液として再循環される。
","特表2009-529420","","特許4796155","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-529420/C5DC5C150FC328A7CD8E9CF9AD002DF6F679BC63A2EBBE23852D16E973D37C0F/11/ja"
"特表2009-530073","特願2008-558831","2007/03/16","2007/09/20","二相の接点が熱発生を随伴している二相を接触させる方法","ビーエーエスエフ　ソシエタス・ヨーロピア","B01D53/14,102,B01D53/14,103,B01D53/14@C,B01D53/34,135@Z,B01D53/14,200,B01D53/14,210,B01D53/14,220,B01D53/62,B01D53/78,B01D53/96","(57)【要約】
  完全には互いに混合不可能な二相の接点が物質移動お<BR>よび／または化学反応に基づく熱発生を随伴している、<BR>前記二相を、第１の相を接触装置の下部中に導入し、第<BR>２の相を接触装置の上部中に導入し、かつ接触装置中の<BR>第１の相に向かって導くことにより、接触させる方法で<BR>あって、この場合、処理された第１の相および消費され<BR>た第２の相が得られ、消費された第２の相の一部分を前<BR>記上部と前記下部との間に存在する少なくとも１つの個<BR>所で接触装置中に返送することを特徴とする、前記二相<BR>の前記接触方法。好ましい実施態様において、第１の相<BR>は、酸素ガス、例えばＣＯ2、Ｈ2Ｓ、ＳＯ2、ＣＳ2、Ｈ<BR>ＣＮ、ＣＯＳおよび／またはメルカプタンを含有する流<BR>体の流れであり、第２の相は、少なくとも１つの有機塩<BR>基および／または無機塩基の水溶液を含有する吸収剤で<BR>ある。
","特表2009-530073","","","拒絶2012-010830","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-530073/20633182C2DA9D805D0124DE657000D2554E04C9D1ACD71C8A7476FC36FBE7C7/11/ja"
"特表2009-529408","特願2008-558405","2007/03/08","2007/09/20","二酸化炭素隔離物質およびプロセス","コンリー，ダグラス　シー．","B01D53/14@C,B01D53/14,102,B01D53/34,135@Z,C01B33/24,101,C01F11/18@B,C04B7/38,C04B7/44,C04B7/60,B01D53/14,200,B01D53/14,210,B01D53/62,B01D53/78,B01D53/79","(57)【要約】
本発明は、二酸化炭素を含む産業廃出流体流に存在する二酸化炭素の隔離および／または<BR>削減方法およびシステムを提供する。第１成分、第２成分（第１成分とは異なる）、およ<BR>び好ましくは水を含むスクラビング材が、廃出流体流と接触する。第１成分は、酸化カル<BR>シウム源およびアルカリ金属イオン源を含む。第２成分は、１つ以上の反応性ケイ酸塩化<BR>合物を有するスラグを含む。燃焼源、石灰および／またはセメント窯、鉄および／または<BR>鋼鉄炉などによって生じる排ガスからの二酸化炭素削減方法が提供される。二酸化炭素放<BR>出軽減システムもまた開示される。産業副産物のリサイクル方法がさらに提供される。
","特表2009-529408","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-529408/027D18966A9D5903E8DAD78193FE3006B03982D72B742A16756E52DFC462BC83/11/ja"
"特開2007-224792","特願2006-046125","2006/02/23","2007/09/06","内燃機関の排気ガス浄化方法及びその装置","株式会社エコテック","B01D53/14,102,B01D53/34,117@B,B01D53/34,117@D,B01D53/34,120@D,B01D53/34,120@E,B01D53/34,129@A,B01D53/34,130@Z,B01D53/34,135@A,B01D53/34,135@Z,B01J20/18@B,B01J20/20@D,B01J20/24@A,B04C5/26,F01N3/02,301@G,F01N3/02,311@A,F01N3/04@J,F01N3/08@A,B01D53/14,210,B01D53/44,110,B01D53/44,120,B01D53/56,100,B01D53/56,200,B01D53/62,B01D53/62,100,B01D53/72,B01D53/72,200,B01D53/75,B01D53/78,B01D53/81,B01D53/92,150,B01D53/92,223,B01D53/92,224,B01D53/92,240,B01D53/92,242,B01D53/92,280,B01D53/92,310,B01D53/92,331,B01D53/92,350,F01N3/035@G,F01N3/037@A","(57)【要約】
 
【課題】内燃機関の排気ガスの有害成分、即ちＨＣ、Ｃ<BR>Ｏ、ＮＯｘ、およびＰＭが低減で
き、その上ＣＯ２をも削減できる、簡便で安価な排気ガ<BR>ス後処理浄化装置を提供する。
【解決手段】樹木精油成分の湿式反応とデュアルタイプ<BR>のサイクロンを利用する排気ガス
浄化システムに於いて、吸着剤粉末を循環使用すること<BR>により、有害成分除去率およびＣ
Ｏ２削減率を大幅に向上させる。
【選択図】 図１
","特開2007-224792","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2007-224792/4FE6CA4C4DE0DEFF21C7F0E73D64CB4FA85C5A37B09983D7C668E512EFAE68E0/11/ja"
"特開2007-222847","特願2006-049985","2006/02/27","2007/09/06","ガスの分離回収方法及びその装置","三菱マテリアル株式会社","B01D53/14,102,B01D53/14,103,B01D53/34,118@A,B01D53/34,120@A,B01D53/34,120@F,B01D53/34,121@B,B01D53/34,121@C,B01D53/34,127@B,B01D53/34,131,B01D53/34,135@Z,B01D53/14,210,B01D53/14,220,B01D53/40,200,B01D53/46,B01D53/48,100,B01D53/52,B01D53/52,220,B01D53/54,B01D53/58,B01D53/62,B01D53/76,B01D53/78,B01D53/96","(57)【要約】
【課題】比較的少ないエネルギでかつ比較的簡単なプロ<BR>セスで、混合ガスから酸性ガスを液体状態で分離回収し<BR>、この分離回収された酸性ガスを効率良く貯蔵し或いは<BR>輸送する。
【解決手段】所定の圧力及び温度に維持した吸収塔１３<BR>の上部に、吸収液を供給し、吸収塔１３の下部に、酸性<BR>ガス及び非酸性ガスを含む混合ガスを供給して、吸収液<BR>に混合ガスを接触させる。これにより酸性ガスを吸収液<BR>に吸収させて、非酸性ガスを酸性ガスから分離して吸収<BR>塔１３から回収する。吸収塔１３内の温度より高い温度<BR>に維持した再生手段１７の上部に、酸性ガスを吸収した<BR>吸収液を供給する。これにより吸収液から酸性ガスの大<BR>部分を放出させて回収し、吸収液を再生する。再生され<BR>た吸収液を減圧して吸収液に残存する酸性ガスを放出さ<BR>せることにより、吸収液から酸性ガスを放出させて回収<BR>し、この吸収液を吸収塔１３の上部に供給する。
【選択図】図１
","特開2007-222847","","特許5023512","拒絶2012-006708","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2007-222847/BE56D26DC8505E6F333F48A3CA45F211322D71BBFEE5AAD5A69751060CB741A1/11/ja"
"特開2007-209594","特願2006-033770","2006/02/10","2007/08/23","空気清浄効果を有するダクト型中空構造物および空気清浄方法","大成建設株式会社","A61L9/00@C,A61L9/16@D,A61L9/18,B01D53/34,116@A,B01D53/34,123@D,B01D53/34,129@A,B01D53/34,135@Z,B01J35/02@J,F24F13/02@Z,B01D53/38,110,B01D53/50,100,B01D53/56,100,B01D53/62,B01D53/81,B01D53/96,F24F13/02,A61L9/012,A61L9/014,F24F8/108,100,F24F8/108,300,F24F8/15","(57)【要約】
【課題】汚染物質の種類や濃度、あるいは風速などの条<BR>件の変化等に応じて、圧力損失や空気清浄能力などの設<BR>定を容易に調整することができ、しかも光触媒や吸着材<BR>などの空気清浄手段を適切な時期に容易に交換・洗浄す<BR>ることができるダクト型中空構造物およびこれを用いた<BR>空気清浄方法を提供する。
【解決手段】空気流路を有する中空構造物本体２と、こ<BR>の中空構造物本体２の内部に、空気の流通方向と略平行<BR>に且つ着脱自在な状態で配置された汚染物質除去部材３<BR>とを備える。中空構造物本体２は開閉部を有し、この開<BR>閉部から汚染物質除去部材３を出し入れ可能となってい<BR>る。
【選択図】図１
","特開2007-209594","","特許4754367","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2007-209594/FD6B0C07E56AC4342512FB0D462364553344A42A03B1930B17BC0A05782D8BD7/11/ja"
"特表2009-525257","特願2008-553404","2007/02/05","2007/08/16","ハロゲンからの軽質ガスの分離","ジーアールティー，インコーポレイティド","B01D3/00@A,B01D3/06@Z,B01D53/14@A,B01J20/02@A,B01J20/06@A,B01J20/12@A,C01B7/01@D,C01B7/09@C,C10L3/00@B,C10L3/10,B01D53/14,100","(57)【要約】
  一以上の物理的分離及び化学スクラバーとの接触を用<BR>いて、臭素または塩素から一以上の軽質ガスを分離して<BR>添加ハロゲンを回収する方法が提供される。１つの側面<BR>において、本方法は、（ａ）ハロゲンを含む一以上の軽<BR>質ガスの供給原料を蒸留塔またはフラッシュ蒸発器へ提<BR>供すること、（ｂ）蒸留塔またはフラッシュ蒸発器を操<BR>作して供給原料を、（ｉ）主量のハロゲンとほんの少量<BR>の軽質ガスとを含む第１の液体と、（ii）主量の軽質ガ<BR>スとほんの少量のハロゲンとを含む第１の蒸気とに分離<BR>すること、及び、（ｃ）蒸気を化学スクラバーに提供し<BR>て蒸気からハロゲンを回収すること、を含む。
","特表2009-525257","","特許5275817","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2009-525257/F911E46F11D2C578D7F592345924D5358344CE83093DFACD074A6E57CE28A85D/11/ja"
"特開2007-190553","特願2007-078617","2007/03/26","2007/08/02","アミン回収方法及び装置並びにこれを備えた脱炭酸ガス装置","関西電力株式会社,三菱重工業株式会社","B01D53/14@C,B01D53/34,118@D,B01D53/14,200,B01D53/40,220,B01D53/75,B01D53/78,B01D53/79,B01D53/96","(57)【要約】
【課題】アミン化合物含有吸収液により、二酸化炭素を<BR>含むガスから二酸化炭素を除去する脱炭酸プロセスにお<BR>いて、脱炭酸排ガスに同伴されるアミン化合物を効率的<BR>に回収することができるアミン回収方法及び装置並びに<BR>これを備えた脱炭酸ガス装置を提供する。
【解決手段】水洗部を一段水洗部６４と二段水洗部６５<BR>の二段構成とし、これらの水洗部において、順次、脱炭<BR>酸排ガスに同伴するアミン化合物の回収処理を行う。ま<BR>た、再生塔還流水を洗浄水として二段水洗部６５に供給<BR>する。また、二酸化炭素吸収部７３、一段水洗部６４及<BR>び二段水洗部６５の出口にデミスタ８３，８４，８５を<BR>設け、これらのデミスタによって脱炭酸排ガスに同伴す<BR>る吸収液ミストや洗浄水ミストを除去する。また、二段<BR>水洗部６５から洗浄水を抜き出し、デミスタ８４をバイ<BR>パスして、一段水洗部６４へ供給する。
【選択図】図１
","特開2007-190553","","特許4625478","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2007-190553/45290DAF7011D24AAA35A81CF402B79D37EF1A11CCCADFAFD0270872250C94ED/11/ja"
