"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"再表2011/152549","特願2012-518479","2011/05/31","2011/12/08","排ガス処理システム及び方法","三菱重工業株式会社","B01D53/14,103,B01D53/34,124@Z,B01D53/34,125@E,B01D53/34,129@B,B01D53/34,135@Z,C01B31/20@B,B01D53/14,220,B01D53/50,100,B01D53/50,245,B01D53/56,300,B01D53/62,B01D53/75,B01D53/78,B01D53/79,B01D53/80,B01D53/81,B01D53/82,B01D53/96,C01B32/50","(57)【要約】
ボイラ１１からの排ガス１２中の硫黄酸化物を除去する<BR>脱硫装置１５と、脱硫装置１５の後流側に設けられ、排<BR>ガス中に残存する硫黄酸化物を除去すると共に、ガス温<BR>度を下げる冷却塔１６と、前記排ガス中のＣＯ２をＣＯ<BR>２吸収液に接触させて除去する吸収塔と、ＣＯ２吸収液<BR>からＣＯ２を放出してＣＯ２を回収すると共に、ＣＯ２<BR>吸収液を再生する再生塔とからなるＣＯ２回収装置１７<BR>と、ＣＯ２回収装置に排ガスを導入する以前において、<BR>ＣＯ２回収装置の吸収塔内で発生するミストの発生源で<BR>あるミスト発生物質を除去する溶解塩噴霧２３とを具備<BR>する。
","WO2011/152549","","","","再表2011/152549","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-152549/E6C34D87B913A8AFF07081E5867F958FA3D4FFC82A21276AF57EDF8AE9284DDC/19/ja"
"再表2011/152548","特願2012-518478","2011/05/31","2011/12/08","排ガス処理システム及び方法","三菱重工業株式会社","B01D53/14@C,B01D53/14,103,B01D53/14@A,B01D53/34,124@Z,B01D53/34,125@E,B01D53/34,129@B,B01D53/34,135@Z,B01D53/14,100,B01D53/14,200,B01D53/14,220,B01D53/50,100,B01D53/50,245,B01D53/56,300,B01D53/62,B01D53/75,B01D53/76,B01D53/78,B01D53/79,B01D53/80,B01D53/81,B01D53/82,B01D53/96","(57)【要約】
ボイラ１１からの排ガス１２中の硫黄酸化物を除去する<BR>脱硫装置１５と、脱硫装置１５の後流側に設けられ、排<BR>ガス１２中に残存する硫黄酸化物を除去すると共に、ガ<BR>ス温度を下げる冷却塔１６と、前記排ガス１２中のＣＯ<BR>２をＣＯ２吸収液に接触させて除去するＣＯ２吸収塔と<BR>、ＣＯ２吸収液からＣＯ２を放出してＣＯ２を回収する<BR>と共に、ＣＯ２吸収液を再生する吸収液再生塔とからな<BR>るＣＯ２回収装置１７と、ＣＯ２回収装置１７に排ガス<BR>１２を導入する以前において、ＣＯ２回収装置１７のＣ<BR>Ｏ２吸収塔内で発生するミストの発生源であるミスト発<BR>生物質を除去するミスト発生物質除去装置２０とを具備<BR>する。
","WO2011/152548","","","","再表2011/152548","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-152548/68E92696B8D57EFD6C9219E2FD01939915C9CBB78C5B325618C5250CC470602B/19/ja"
"再表2011/152547","特願2012-518477","2011/05/31","2011/12/08","排ガス処理システム及び方法","三菱重工業株式会社","B01D53/14@C,B01D53/14,103,B01D53/14@A,B01D53/34,124@Z,B01D53/34,125@E,B01D53/34,129@B,B01D53/34,135@Z,B01D53/14,100,B01D53/14,200,B01D53/14,220,B01D53/50,100,B01D53/50,245,B01D53/56,300,B01D53/62,B01D53/75,B01D53/76,B01D53/78,B01D53/79,B01D53/80,B01D53/81,B01D53/82,B01D53/96","(57)【要約】
ボイラ１１からの排ガス１２中の硫黄酸化物を除去する<BR>脱硫装置１５と、脱硫装置１５の後流側に設けられ、排<BR>ガス中に残存する硫黄酸化物を除去すると共に、ガス温<BR>度を下げる冷却塔１６と、前記排ガス中のＣＯ２をＣＯ<BR>２吸収液に接触させて除去する吸収塔と、ＣＯ２吸収液<BR>からＣＯ２を放出してＣＯ２を回収すると共に、ＣＯ２<BR>吸収液を再生する再生塔とからなるＣＯ２回収装置１７<BR>と、ＣＯ２回収装置に排ガスを導入する以前において、<BR>ＣＯ２回収装置の吸収塔内で発生するミストの発生源で<BR>あるミスト発生物質を除去するアンモニア注入装置２２<BR>とを具備する。
","WO2011/152547","","","","再表2011/152547","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-152547/4EA294FCEDCC32DB339F0C8659AE8462B02CEFEF97DCAF685F024E37A50F3773/19/ja"
"再表2011/152546","特願2012-518476","2011/05/31","2011/12/08","排ガス処理システム及び方法","三菱重工業株式会社","B01D53/14@C,B01D53/34,125@E,B01D53/34,129@Z,B01D53/34,135@Z,B01D53/14,200,B01D53/50,245,B01D53/56,B01D53/62,B01D53/75,B01D53/78,B01D53/79,B01D53/80,B01D53/96","(57)【要約】
ボイラ１１からの排ガス１２中の硫黄酸化物を除去する<BR>脱硫装置１５と、脱硫装置１５の後流側に設けられ、排<BR>ガス中に残存する硫黄酸化物を除去すると共に、ガス温<BR>度を下げる冷却塔１６と、前記排ガス中のＣＯ２をＣＯ<BR>２吸収液に接触させて除去する吸収塔と、ＣＯ２吸収液<BR>からＣＯ２を放出してＣＯ２を回収すると共に、ＣＯ２<BR>吸収液を再生する再生塔とからなるＣＯ２回収装置１７<BR>と、ＣＯ２回収装置に排ガスを導入する以前において、<BR>ＣＯ２回収装置の吸収塔内で発生するミストの発生源で<BR>あるミスト発生物質を除去するデミスタ２６とを具備す<BR>る。
","WO2011/152546","","","","再表2011/152546","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-152546/8A8D34F9703BF83866D3D495AE0691D16A00641722D9C9B3BB44101EA5E4BE90/19/ja"
"特表2013-522027","特願2013-500300","2010/05/26","2011/12/01","燃焼排ガスからガス成分を除去する方法及びシステム","エコスペック　グローバル　テクノロジー　ピーティーイー　エルティーディー．","B01D53/14,102,B01D53/14,103,B01D53/14@C,B01D53/32,B01D53/34,125@D,B01D53/34,125@K,B01D53/34,130@Z,B01D53/34,135@Z,C02F1/46@Z,B01D53/14,200,B01D53/14,210,B01D53/14,220,B01D53/50,240,B01D53/50,270,B01D53/56,200,B01D53/62,B01D53/75,B01D53/78,B01D53/79,B01D53/96,C02F1/461@Z","(57)【要約】
【課題】環境に優しく、かつ燃焼排ガスからガス成分を<BR>同時に除去する方法及びシステムを提供する。
【解決手段】燃焼排ガスからＳＯｘ、ＮＯｘ及びＣＯ２<BR>ガス成分を除去する方法であって、以下のステップを含<BR>む。ａ）燃焼排ガスからＳＯｘを除去するために、第１<BR>のプラズマ中においてＳＯｘガス分子に衝突してＳＯｘ<BR>ガス分子を解離させる量の反応性電子又はイオンを含む<BR>第１のプラズマを与える第１の液体媒体と燃焼排ガスと<BR>を接触させ、ｂ）燃焼排ガスからＣＯ２を除去するため<BR>に、第２のプラズマ中においてＣＯ２ガス分子に衝突し<BR>てＣＯ２ガス分子を解離させる量の反応性電子又はイオ<BR>ンを含む第２のプラズマを与える第２の液体媒体とステ<BR>ップａ）で得られた燃焼排ガスとを接触させ、そしてｃ<BR>）燃焼排ガスからＮＯｘを除去するために、第３のプラ<BR>ズマ中においてＮＯｘガス分子に衝突してＮＯｘガス分<BR>子を解離させる量の反応性電子又はイオンを含む第３の<BR>プラズマを与える第３の液体媒体とステップｂ）で得ら<BR>れた燃焼排ガスとを接触させる。燃焼排ガスからＳＯｘ<BR>、ＮＯｘ及びＣＯ２ガス成分を除去するシステムも開示
","特表2013-522027","","特許5411389","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-522027/8DA2AD0B04DCD2B1EC3F24E1BF3A87313E01F7AAA513B8B6E206C2B522DD905C/11/ja"
"特開2011-240322","特願2010-193163","2010/08/31","2011/12/01","二酸化炭素ガス回収装置","株式会社アンレット","B01D53/14@C,B01D53/34,135@Z,B01F1/00@A,B01F3/04@F,B01F5/02@Z,B01F5/04,B01F5/12,C01B31/20@Z,B01D53/14,200,B01D53/62,B01D53/78,C01B32/50","(57)【要約】
【課題】発電所、製鉄所などから排出される二酸化炭素<BR>ガスの回収を低コストで簡易に行なうことができる小型<BR>化された二酸化炭素ガス回収装置を提供すること。
【解決手段】ポンプケーシング４内に収められた一対の<BR>ルーツロータ２６を駆動モータ３８により回転自在に設<BR>けたルーツポンプ３を備え、吸入管４５に連通する管路<BR>には空気導入口４６と、吸い込んだ水を衝突させる衝突<BR>部材５０とを設け、ルーツポンプ３の運転により吸入管<BR>４５から水を吸い込むと共に空気導入口４６から取り込<BR>まれる空気が混合した水を衝突部材５０に衝突させるこ<BR>とにより多量の気泡を発生させ、かつ、ルーツポンプ３<BR>による圧縮作用により気泡を微細化し、微細化された気<BR>泡を含む水を排出管５５から浄化槽や河川等の水中に放<BR>出することにより二酸化炭素ガスを溶存させる。
【選択図】図１
","特開2011-240322","","特許4979096","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-240322/0FAA43DEA40E9B58AD2B7F1111FAA0C83ABF1FEA0CBF47C7D93D757A888C419E/11/ja"
"特開2011-240321","特願2010-178438","2010/08/09","2011/12/01","二酸化炭素除去装置を有する排ガス処理システム","バブコック日立株式会社","B01D53/14@C,B01D53/34,135@Z,B01D53/14,200,B01D53/62,B01D53/78,B01D53/96","(57)【要約】
【課題】CO2除去設備でのボイラ蒸気冷却に新たな設備<BR>ならびに方法を採ることにより、発電システム全体の蒸<BR>気バランスを維持するとともに、ボイラ熱を効率的に利<BR>用することにより、CO2除去設備、ひいては発電システ<BR>ム全体の効率を向上することにある。
【解決手段】ボイラから排出される排ガスを二酸化炭素<BR>（CO2）吸収塔内でアミン吸収液と接触させて排ガス中<BR>のCO2を吸収し、該CO2を吸収した吸収液を加熱してCO2<BR>再生塔内でCO2を離脱させ、CO2離脱後の吸収液を再生塔<BR>抜出し配管を介して抜き出し、その途中に設けられた、<BR>熱交換器および冷却器で冷却した後、CO2吸収塔に循環<BR>するCO2化学吸収設備とを備えた排ガス処理システムで<BR>あって、前記CO2離脱後の吸収液の一部を昇温するため<BR>にリボイラを設け、該リボイラは、加熱用の蒸気が供給<BR>される伝熱管と、該伝熱管を出た蒸気を凝縮させ、蒸気<BR>ドレンとして回収する凝縮水ドラム装置とを有する排ガ<BR>ス処理システム。
【選択図】 図１
","特開2011-240321","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-240321/CEDFF15A79158DDAE2896E17278540D831A00D757D626DF4443B17A525C082B8/11/ja"
"特開2011-240238","特願2010-113984","2010/05/18","2011/12/01","嫌気性バイオリアクタ","凸版印刷株式会社","B01D53/18@B,B09B3/00@D,B09B3/00@C,C02F11/04@A,C10L3/00@B,C10L3/00@Z,C10L3/10,B01D53/18,120,B09B3/60,B09B3/65,B09B101:70","(57)【要約】
【課題】本発明は、発酵より発生したバイオガスに含ま<BR>れるメタンはエネルギー源として活用し、また、二酸化<BR>炭素を化学反応を介して常温でも安定な固形化学物質と<BR>して回収するためのバイオリアクタを提供することを目<BR>的とし、且つ、設備及び運転コストの低い小型バイオリ<BR>アクタを構築、提供することを目的とする。
【解決手段】有機性廃棄物を嫌気メタン発酵菌による嫌<BR>気発酵させてメタンガスを発生する嫌気性バイオリアク<BR>タであって、有機性廃棄物からメタンガスを含むバイオ<BR>ガスを発生させるメタン発酵手段と、該メタン発酵装置<BR>に接続され、発生したバイオガスをメタンガスと二酸化<BR>炭素に分離し、二酸化炭素を固形化学物質とする分離手<BR>段と、該分離手段に接続され分離されたメタンガスを燃<BR>焼して電気エネルギーを取り出す変換手段とを備える嫌<BR>気性バイオリアクタとした。
【選択図】  図２
","特開2011-240238","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-240238/F1F8F4C6C742EF9300237C9AC585D022A503D2093D354E5BD4FD8DB65355F3B2/11/ja"
"再表2011/145160","特願2012-515650","2010/12/27","2011/11/24","排煙脱硫装置と燃焼システムと燃焼方法","バブコック日立株式会社","B01D53/14,102,B01D53/14,103,B01D53/34,125@E,B01D53/34,125@Q,B01D53/34,129@Z,B01D53/34,135@Z,B01D53/34,136@A,B01D53/34,F23J15/00@B,F23J15/02,B01D53/14,210,B01D53/14,220,B01D53/50,200,B01D53/50,245,B01D53/56,B01D53/62,B01D53/64,100,B01D53/73,B01D53/75,B01D53/78,B01D53/80,B01D53/81,B01D53/96","(57)【要約】
  ＣＯ2回収率が低下することがなく、水銀成分が、脱<BR>硫装置出口排ガスとともに大気中に飛散することがない<BR>脱硫装置と該脱硫装置を用いる燃焼システムを提供する<BR>ものであり、脱硫装置の吸収液６は循環ポンプ５により<BR>吸収液溜め部１１から吸引され、スプレノズル４を通じ<BR>て脱硫吸収部２６へ噴射されており、吸収液溜め部１１<BR>では攪拌機１０により、主に水封管７の壁面外側を循環<BR>しているため脱硫吸収部２６から落下して水封管７に流<BR>入する吸収液６の流れが上側から下側に向けて一方向に<BR>流れ、気泡が上昇しにくいため、吸収液中で生成する亜<BR>硫酸の酸化用ガス２７が脱硫装置出口排ガス２に混入す<BR>るのを防止し、脱硫処理後の排ガスからＣＯ2回収装置<BR>１７で回収するＣＯ2濃度が低下しなく、高効率なＣＯ2<BR>回収ができ、燃焼排ガス中の水銀は、脱硫装置３の吸収<BR>液に吸収され、大気中に直接放出されることがない。
","WO2011/145160","","特許5668244","","再表2011/145160","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-145160/B03AB8A648056812B079B422025F4AAEF767ACA58E3CE6E7E794A41E6E6916ED/19/ja"
"特開2011-235247","特願2010-109905","2010/05/12","2011/11/24","二酸化炭素化学吸収設備を有する排ガス処理システムおよび方法","バブコック日立株式会社","B01D53/14@C,B01D53/34,125@E,B01D53/34,135@Z,B01D53/34,136@A,B01D53/36,101@A,F23J15/00@Z,B01D53/14,200,B01D53/50,245,B01D53/62,B01D53/64,100,B01D53/75,B01D53/80,B01D53/86,222","(57)【要約】      （修正有）
【課題】排ガス中の水銀のうち石灰石スラリー液中に吸<BR>収された２価水銀(Hg2+）が、吸収液のpH等の運転条件<BR>の変化により金属水銀(HgO)の形態に還元され排ガス中<BR>に再放出されてしまうことのない排ガス処理システムを<BR>提供する。
【解決手段】化石燃料の燃焼炉の燃焼用空気を加熱する<BR>空気予熱器３と、排ガス中の煤塵を捕集する集塵装置５<BR>と、排ガス中の硫黄酸化物を湿式処理する湿式脱硫装置<BR>７と、排ガス中からCO2を吸収分離するCO2化学吸収設備<BR>１１を備えた排ガス処理システムであって、空気予熱器<BR>と集塵装置の間に排ガス熱回収用熱交換器４と、湿式脱<BR>硫装置とCO2化学吸収設備の間に熱回収用熱交換器で回<BR>収した熱によって排ガス温度を昇温する排ガス再加熱用<BR>熱交換器８をそれぞれ設け、また排ガス再加熱用熱交換<BR>器とCO2化学吸収設備との間に排ガス中の水銀を酸化す<BR>るための触媒装置１０を設けた。
【選択図】図１
","特開2011-235247","","特許5369048","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-235247/8123A6F1E95FC2B4462505A9490B037D12858F4FAA1991BA793B8876C19DB878/11/ja"
"特開2011-231765","特願2011-099541","2011/04/27","2011/11/17","発電プラントシステムの作動方法および発電プラントシステム","アルストム　テクノロジー　リミテッド","B01D53/34,135@Z,F01K17/02,F02C6/18@Z,F02G5/02@A,F25J1/00@D,B01D53/62,B01D53/78,B01D53/96,B01D53/34","(57)【要約】
【課題】発電プラントシステムのより効率的な作動方法<BR>およびこの作動方法を実施するための発電プラントシス<BR>テムを提供する。
【解決手段】ＣＯ2回収プラントおよびＣＯ2圧縮ユニッ<BR>トを有するＣＯ2回収・圧縮システムからの熱を、少な<BR>くとも１つの付加的な熱交換器を用いて、外部熱サイク<BR>ルシステムの流動媒体へと伝達させ、少なくとも１つの<BR>付加的な熱交換器からの復水を、二酸化炭素の回収およ<BR>び圧縮のために発電プラントまたはＣＯ2回収・圧縮シ<BR>ステムへと供給する。少なくとも１つの付加的な熱交換<BR>器が、ＣＯ2回収・圧縮システムによって形成された少<BR>なくとも１つの熱流によって、外部熱サイクルシステム<BR>の流動媒体を加熱するよう構成および配置されており、<BR>少なくとも１つの付加的な熱交換器が復水を発電プラン<BR>トまたはＣＯ2回収・圧縮システムへと供給するよう構<BR>成および配置されている。
【選択図】図６
","特開2011-231765","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-231765/BD09F96C62B5CAF6FB37E716A19D3A95D591D05F912A2F25235D9444D551C4CE/11/ja"
"特開2011-230066","特願2010-103185","2010/04/28","2011/11/17","二酸化炭素溶解装置、二酸化炭素分離装置および海藻工場","一般財団法人海洋バイオマス推進機構","A01G33/00,B01D53/18@E,B01F1/00@B,B01F5/20,C10L3/00@B,C10L3/10,B01D53/18,150","(57)【要約】
【課題】  二酸化炭素を高濃度で水に溶解可能な二酸化<BR>炭素溶解装置を提供する。
【解決手段】  圧力容器１１と、水導入手段１３と、二<BR>酸化炭素含有ガス導入手段１２と、二酸化炭素含有水導<BR>出手段１４とを備え、前記圧力容器１１内部の下部に、<BR>二酸化炭素含有水１５が貯留され、前記二酸化炭素含有<BR>ガス導入手段１２により、前記圧力容器１１の前記二酸<BR>化炭素含有水１５の貯留部よりも上側空間１６に、二酸<BR>化炭素含有ガス２２が導入され、前記水導入手段１３に<BR>より、前記圧力容器１１の前記上側空間１６に水２１が<BR>導入され、前記二酸化炭素含有水導出手段１４により、<BR>前記圧力容器１１内に貯留された二酸化炭素含有水１５<BR>が外部に導出可能であり、前記上側空間１６が、大気圧<BR>よりも加圧されていることを特徴とする。
【選択図】  図１
","特開2011-230066","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-230066/B1749BE45ED7842F5C9A4C0E228A6FB9EC30B408EF063E71922AC8F6E989812A/11/ja"
"特開2011-230056","特願2010-102746","2010/04/27","2011/11/17","酸性ガス分離用吸収液ならびにガス分離精製方法およびその装置","独立行政法人産業技術総合研究所,地方独立行政法人北海道立総合研究機構","B01D53/14,102,B01D53/14,B01D53/14,210","(57)【要約】
【課題】二酸化炭素などの酸性ガス成分を分離するガス<BR>分離精製を高効率に行うための、化学吸収と物理吸収と<BR>の双方の能力を具備したハイブリッド吸収液ならびに該<BR>吸収液を用いたガス分離方法およびその装置を提供する<BR>。
【解決手段】二酸化炭素などの酸性ガスの物理吸収特性<BR>を有する吸収液に、化学吸収機能をもった吸収液を添加<BR>したハイブリッド吸収液、該ハイブリッド吸収液を用い<BR>て物理吸収および化学吸収の双方の機構により酸性ガス<BR>成分を吸収してガス分離精製を行い、それにより、対象<BR>とする処理ガスに対して使用する吸収液の量を減らすと<BR>共に、化学吸収の処理量を減らすことで酸性ガスの熱回<BR>収に伴う熱エネルギーを低減して、ガス分離精製全体に<BR>渡り必要とされるエネルギーおよびコストを削減するこ<BR>とを可能とするガス分離精製方法、およびその装置。
【選択図】図１
","特開2011-230056","","特許5900869","拒絶2014-019895","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-230056/7C88D86DA7E09E3D216B08BFE3E04A57A4F6F5731F6AE44D42E365ACC88BA2E9/11/ja"
"特開2011-230047","特願2010-101919","2010/04/27","2011/11/17","排煙脱硫装置及びこれを備えた酸素燃焼装置と方法","バブコック日立株式会社","B01D53/18@E,B01D53/34,125@Q,B01D53/34,135@Z,F23C9/08,F23L7/00@A,F23C9/08,500,B01D53/18,150,B01D53/50,200,B01D53/62,B01D53/73,B01D53/75,B01D53/78,B01D53/79,B01D53/96","(57)【要約】
【課題】多量の脱硫吸収液を用いることなく、一つの脱<BR>硫装置でボイラ側（再循環ライン側）とＣＯ2回収装置<BR>側とに求められるＳＯ2濃度に応じた異なる脱硫率の排<BR>ガス処理を行い、ＣＯ2回収装置の腐食防止と燃焼シス<BR>テム全体としてのＳＯ2濃縮防止を図ることができる排<BR>ガス脱硫率を高めた排煙脱硫装置及びこれを備えた酸素<BR>燃焼システムを提供することである。
【解決手段】空気から窒素分を分離して得られた酸素を<BR>用い、石炭等の燃料をボイラで燃焼させる酸素燃焼し、<BR>脱硫装置３内で排ガスが上向きに流れる上昇流領域２９<BR>と下向きに流れる下降流領域３０を設け、上昇流領域２<BR>９の上部に設けた空間部に第１の吸収部を経た排ガスの<BR>一部が外部に排出するための再循環出口ダクト２’を設<BR>け、該再循環出口ダクト２’から排ガス再循環ライン１<BR>８を経由してボイラに排ガスを供給し、他の排ガスは出<BR>口ダクト２からＣＯ2を回収するＣＯ2回収装置１７に排<BR>出させる。
【選択図】図１
","特開2011-230047","","特許5437151","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-230047/9BD7CF3F54E2BEDD67614D24620BC7CE1F80C90CCAED421103F026C2E48D8357/11/ja"
"特表2013-530815","特願2013-507975","2011/04/01","2011/11/10","燃焼流中のＣＯ２排出量を低減する方法、及びこれを利用した工業プラント","ゼネラル・エレクトリック・カンパニイ","B01D53/34,135@Z,F01K23/10@U,F02C3/22,F02C3/30@D,F02C6/00@D,F02C6/18@A,F02C7/00@B,F25J1/00@D,F25J3/00,B01D53/62,B01D53/81","(57)【要約】
  本明細書で開示されるのは、排気流中のＣＯ２排出量<BR>を低減する方法及びこれを利用した工業プラントである<BR>。一実施形態では、燃焼流中の排出量を低減する方法は<BR>、排気流を生成するステップと、流を圧縮するステップ<BR>とを含む。圧縮排気流の第１の流れは、生成ステップに<BR>リサイクルされ、第２の流れがＣＯ２分離システムに提<BR>供される。
【選択図】      図１
","特表2013-530815","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-530815/95192E503AE7CD98E26105740EC1066AC2398CAB394A730F0F0C271CAAECFD6E/11/ja"
"特開2011-224472","特願2010-096844","2010/04/20","2011/11/10","二酸化炭素化学吸収設備を備えた排ガス処理システム","三菱日立パワーシステムズ株式会社","B01D53/14,103,B01D53/14@C,B01D53/34,135@Z,F23J15/00@Z,B01D53/14,200,B01D53/14,220,B01D53/62,B01D53/78,B01D53/79,B01D53/96","(57)【要約】
【課題】膨大な熱エネルギーが必要なCO2化学吸収設備<BR>において、排ガスから回収した熱をCO2化学吸収設備で<BR>何ら制限なく、効率的に利用し、CO2化学吸収設備の運<BR>転コストを低減することができる排ガス処理システムを<BR>提供する。
【解決手段】ボイラから排出される排ガスから排熱を回<BR>収する熱回収器と、排ガスを二酸化炭素（CO2）吸収塔<BR>内でアミン吸収液と接触させて排ガス中のCO2を吸収し<BR>、該CO2を吸収した吸収液を加熱してCO2再生塔内でCO2<BR>を放出させ、CO2放出後の吸収液をリボイラを介して昇<BR>温したのち、CO2吸収塔に循環するCO2化学吸収設備とを<BR>備えた排ガス処理システムであって、前記熱回収器で回<BR>収する熱を、前記CO2化学吸収設備のCO2再生塔からリボ<BR>イラへ送られる吸収液に与える熱交換手段を有している<BR>CO2化学吸収設備を備えた排ガス処理システム。
【選択図】図１
","特開2011-224472","","特許5686987","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-224472/B96662CC7C13DBBF7DE2E4366D5D67A1DD95E22CFFB12D3781C4AD3C11C69727/11/ja"
"特開2011-218287","特願2010-089636","2010/04/08","2011/11/04","排ガス中の二酸化炭素回収装置及び方法","三菱重工業株式会社","B01D53/14,103,B01D53/14@C,B01D53/34,135@Z,C01B31/20@B,B01D53/14,200,B01D53/14,220,B01D53/62,B01D53/78,B01D53/79,B01D53/96,C01B32/50","(57)【要約】
【課題】排ガス中のＣＯ2等を回収する設備において、<BR>再生塔のリボイラーのコンパクト化を図った排ガス中の<BR>二酸化炭素回収装置及び方法を提供する。
【解決手段】排ガス１００２中に含まれるＣＯ2を吸収<BR>する吸収塔１００６と、ＣＯ2吸収液（リッチ溶液）１<BR>００７からＣＯ2を放出させて吸収液を再生する再生塔<BR>１００８と、再生塔１００８の底部内に所定間隔をもっ<BR>て設けられ、再生された吸収液を供給部１０２により底<BR>部側から導入し、上部開口から再生塔底部側にオーバー<BR>フローさせる内部シェル１０１と、内部シェル１０１内<BR>に鉛直軸と直交する方向に挿入され、吸収液を再沸する<BR>伝熱管１０３を備えたリボイラーとを具備し、伝熱管１<BR>０３で再沸されたＣＯ2吸収液から分離した蒸気は再生<BR>塔の上方に送ると共に、濃縮された吸収液を上部開口か<BR>らオーバーフローさせて再生塔底部側から排出させ、再<BR>生吸収液（リーン溶液）１００９として吸収塔１００６<BR>側に供給する。
【選択図】図１
","特開2011-218287","","特許5351816","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-218287/E7EFCED39087B5E88ED0C0E8E25C288D6CDAA50AF0A33AD3917AD7CB3F157086/11/ja"
"特表2013-525105","特願2013-508067","2011/04/29","2011/11/03","二酸化炭素を捕獲および封鎖するためのシステムおよび方法","ピーター・アイゼンベルガー","B01D53/14@A,B01D53/34,135@Z,C01B31/20@B,B01D53/14,100,B01D53/62,B01D53/81,B01D53/96,C01B32/50","(57)【要約】
周囲空気から直接的に二酸化炭素を除去することができ<BR>る方法およびシステムであって、純粋なＣＯ２を得るこ<BR>とができる。本方法は、生産プロセスから熱を生成する<BR>工程；この熱を水に適用して飽和蒸気をコジェネレーシ<BR>ョンする工程を含み、ここで吸着剤は交互に、除去相に<BR>いる間は周囲空気のフローに晒され（それによって吸着<BR>剤によって周囲空気から二酸化炭素を吸着し除去するこ<BR>とが可能になる）、さらに、吸着剤に二酸化炭素が吸着<BR>した後、再生および捕獲相にいる間はコジェネレーショ<BR>ンした水蒸気のフローに晒される（それによって、この<BR>ような吸着剤の再生と、結果的に吸着した二酸化炭素の<BR>比較的純粋な形態での捕獲が可能になる）。本システム<BR>は、上記の方法を行い、農業や化学的方法でさらに利用<BR>される精製した二酸化炭素を得るための吸着剤の基板お<BR>よび装置を提供する。
【選択図】図１０ａ
","特表2013-525105","","特許5932771","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-525105/F562E59D315E3D50E8DB9853E155B1A2E0D07B873B68553085DC6BA5F7258149/11/ja"
"特表2013-530814","特願2013-506757","2011/04/28","2011/11/03","二酸化炭素の捕獲法","ユニバーシティー　オブ　リーズ","B01D53/14,102,B01D53/14,103,B01D53/14@A,B01D53/34,135@Z,B01J20/22@A,B01J20/34@H,C07C65/03@Z,C07C69/84,C07C215/08,C07C215/12,B01D53/14,100,B01D53/14,210,B01D53/14,220,B01D53/62,B01D53/78,B01D53/81,B01D53/96","(57)【要約】
【課題】二酸化炭素の捕獲方法を提供する。
【解決手段】二酸化炭素に、塩基性化合物から選択され<BR>る少なくとも２つの化合物であって、そのうちの少なく<BR>ともひとつは有機化合物、および少なくともひとつは無<BR>機塩であるような化合物を含む組成物を接触させること<BR>によって二酸化炭素ガスを捕獲する。該組成物は固体ま<BR>たは液体のいずれの状態でも用いられるが、好ましくは<BR>水溶液の状態である。無機塩としては、リン酸のアルカ<BR>リ金属塩を含むことが好ましい。一般的な塩基性有機化<BR>合物としては、アミノ化合物、または、塩基を用いて弱<BR>酸性有機化合物を処理して得られた塩類が挙げられる。<BR>さらに、本発明の特定の実施態様においては、捕獲した<BR>二酸化炭素を前記組成物から放出させる工程を含む。本<BR>発明の方法は、安価な材料を使用する簡便な方法であり<BR>、また、該材料の大部分が、好ましくは生態適合性かつ<BR>再生可能であることから、従来技術の方法よりも顕著な<BR>利点を有する。
【選択図】図１
","特表2013-530814","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-530814/367093CA6F46C5090A2277485D809A992CBBB091517594FC5436DFCD2EE26B48/11/ja"
